inchikey,validated,pAct_pre,n_pre
XRDPJIJIWYVCKW-GCJKJVERSA-N,1,,0
OEUUCWVHNBAMPM-KRWDZBQOSA-N,1,,0
FKFXRRIOERUHEP-UHFFFAOYSA-N,1,,0
KNWOHCMLVYZTJW-IYARVYRRSA-N,1,7.514278573518419,1
PAAYROHKUKZSEG-UHFFFAOYSA-N,1,,0
PJDIIZOQXMDDPU-HKJJFUAXSA-N,1,7.510041520575165,1
ZJQAMIJDWJOQRB-UHFFFAOYSA-N,1,,0
ZHDNXHKBRYCOSE-UHFFFAOYSA-N,1,7.509339913370447,2
FPHFICIJDHPAHE-MOPGFXCFSA-N,1,7.508638306165727,1
LGHLMADLDHUIJY-MQSINFNDSA-N,1,7.508638306165727,1
XENOVTACOQTPTE-UHFFFAOYSA-N,1,7.508638306165727,1
LEBXHMQTGORPIS-NGRWLJPCSA-N,1,7.508638306165727,1
ZMVCPWQWTYDCHV-UHFFFAOYSA-N,1,7.508638306165727,1
UPKRQORUWZHUIP-UHFFFAOYSA-N,1,7.508638306165727,1
SCUPEGWTGGLXHI-UHFFFAOYSA-N,1,7.508638306165727,1
ZNZYEIAZHCDSRA-UHFFFAOYSA-N,1,7.508638306165727,1
KAXPLEDCXIAJCF-UHFFFAOYSA-N,1,7.508638306165727,1
ANQRPBNHSKJQGO-KRWDZBQOSA-N,1,,0
ADDKZOUNFAZVBP-NVNZTLJMSA-N,1,,0
YWGRHHHDROUELZ-UHFFFAOYSA-N,1,7.507239610973162,1
FUAJGUYRNZZDBH-WGSAOQKQSA-N,1,7.507239610973162,1
QFHMBWDXZWRJJD-HRAATJIYSA-N,1,,0
NLRLHXJCWYCRGC-XXBNENTESA-N,1,,0
IARMAQZFHNEVDV-UHFFFAOYSA-N,1,,0
HDSARMPSJMIESZ-ZZXKWVIFSA-N,1,7.503070351926786,1
BYXLAWSTXWDXIK-UHFFFAOYSA-N,1,,0
ILSVAZDAOVUDJJ-QAQDUYKDSA-N,1,7.500312917381596,1
AMIGTUQPTNLQHG-UHFFFAOYSA-N,1,,0
RJZDQOPJWQCJET-UHFFFAOYSA-N,1,,0
SXSCQNHPXUWSQP-UHFFFAOYSA-N,1,7.50003813440381,1
JOZMHQIYXRYITJ-UHFFFAOYSA-N,1,7.50003813440381,1
ZTSFFHIKWHSHGP-UHFFFAOYSA-N,1,7.50003813440381,1
UALAMQRWRIVLLQ-UHFFFAOYSA-N,1,7.50003813440381,1
BYMRLNXYRMIIKD-UHFFFAOYSA-N,1,7.50003813440381,1
SVBOCVYSHIJYID-UHFFFAOYSA-N,1,7.50003813440381,1
LOCFLSUOTBZXEU-UHFFFAOYSA-N,1,7.50003813440381,2
CLLQEXUCEWAACY-UHFFFAOYSA-N,1,7.50003813440381,1
KYPWROFHQUYOCS-UHFFFAOYSA-N,1,7.50003813440381,1
GSIRAOVJCFHRIN-UHFFFAOYSA-N,1,7.50003813440381,1
ZAQRAMOSIJBUNZ-FRVXLURUSA-N,1,7.50003813440381,1
HURBEFKRLRSDKC-UHFFFAOYSA-N,1,7.50003813440381,1
HXLACIAZOWDZEP-UHFFFAOYSA-N,1,7.50003813440381,1
YANOQHGMWHDKKI-UHFFFAOYSA-N,1,7.50003813440381,1
SYOADIUGRJTHHU-UHFFFAOYSA-N,1,7.50003813440381,1
YVENIGOVHPMTDH-UHFFFAOYSA-N,1,7.50003813440381,1
KGGHECZDYBMALC-UHFFFAOYSA-N,1,,0
YFQOPLHEALSEEL-UHFFFAOYSA-N,1,7.494850021680094,1
GRGMUZDLZOQJFY-UHFFFAOYSA-N,1,7.497572880015567,1
LJYNWWWADGCGMQ-UHFFFAOYSA-N,1,,0
KFWGIYRNIFINTL-MXVIHJGJSA-N,1,7.494850021680094,1
XULRRHPSHZGOJX-WGSAOQKQSA-N,1,7.494850021680094,1
CHELUMIQBPPRGN-KESTWPANSA-N,1,7.494850021680094,1
RGVVYJTVAURUOT-UHFFFAOYSA-N,1,7.494850021680094,1
VZDVSSOINOOOOJ-ZDUSSCGKSA-N,1,7.494850021680094,1
NOWHSPBMDLMCKJ-UHFFFAOYSA-N,1,7.494850021680094,1
CUAINFDJRFUIDT-UHFFFAOYSA-N,1,,0
ZCBXYIZYCUOYFO-FPOVZHCZSA-N,1,,0
CILIRIYREOCHIN-UHFFFAOYSA-N,1,,0
YMLDFYDEWIBRLP-UHFFFAOYSA-N,1,,0
AVKICTLBRHZUTM-UHFFFAOYSA-N,1,,0
HAQWHYZIBLSPID-UHFFFAOYSA-N,1,7.492144128304169,1
GMEKBIQFYDAEOK-BRLLKYFNSA-N,1,7.492144128304169,1
UTXSOICYDAGUJA-UHFFFAOYSA-N,1,,0
NCKUNUUYANLHKE-UHFFFAOYSA-N,1,,0
YFSQZKVPESKTJY-UHFFFAOYSA-N,1,7.489991487059765,1
NQKMYRGFSYIPHF-UHFFFAOYSA-N,1,7.489991487059765,1
XRDPJIJIWYVCKW-AVRDEDQJSA-N,1,,0
NROVFAZNNKPZNQ-YZSQISJMSA-N,1,,0
UNDYONYPTZDMOJ-UHFFFAOYSA-N,1,,0
LDYSMWZYEMTWHM-UHFFFAOYSA-N,1,7.486782399932061,1
BAIQIYFEFBFWGO-UHFFFAOYSA-N,1,,0
OCLIEDSOSAGNEM-JCNLHEQBSA-N,1,7.485850865524562,2
NIMQPLYMAJLLNI-LJQANCHMSA-N,1,7.485738773590938,2
IXDPGYMHLOZKPR-ZWGSZDQZSA-N,1,7.485452247339714,1
VSBFNECEOCOOHP-UHFFFAOYSA-N,1,,0
FJUKDAZEABGEIH-UHFFFAOYSA-N,1,,0
MHFKMHGOYNDZEI-UHFFFAOYSA-N,1,7.482540173459768,1
WMLONRUBOXAPOV-UAPYVXQJSA-N,1,7.482540173459768,2
CTDCQQXDSZWWIE-HRAATJIYSA-N,1,,0
OCWWFSWSVBBJST-UHFFFAOYSA-N,1,7.481486060122112,1
VPBJNBUDASILSQ-INIZCTEOSA-N,1,7.481486060122112,1
DWEHMLBGRQZUJA-UHFFFAOYSA-N,1,7.481486060122112,9
HVGNYVOUQOKFLU-UHFFFAOYSA-N,1,7.481486060122112,1
MPXAUEBSMOIQSB-UHFFFAOYSA-N,1,7.481486060122112,1
UJBLYPURSDWDKF-IYARVYRRSA-N,1,7.481486060122112,1
AIEYTUOHPYHFSW-UHFFFAOYSA-N,1,,0
XGZRYSMNJLSRLE-UHFFFAOYSA-N,1,,0
FBROEXNVPDFFCE-IBGZPJMESA-N,1,,0
LDYNPLDFSVHFFC-UHFFFAOYSA-N,1,,0
SSEVMIWXQHHFRF-UHFFFAOYSA-N,1,7.4800408192479315,1
GZPSXBZOGITRGD-UHFFFAOYSA-N,1,,0
MNUMQOWSJLDQOS-QGZVFWFLSA-N,1,7.475003571539928,2
AKMKMWQSLNWMNJ-UHFFFAOYSA-N,1,7.474955192963154,1
MVXQZFLJPQIVSR-UHFFFAOYSA-N,1,,0
RGBNGNXRVODGQZ-UHFFFAOYSA-N,1,,0
WKJMTLYAUGYPDE-IFMALSPDSA-N,1,,0
FWGBSERBTNODSZ-MEMLXQNLSA-N,1,,0
FKBRVKLQNBDXPE-UHFFFAOYSA-N,1,,0
HWZBTMUYGJHELF-WGSAOQKQSA-N,1,7.471083299722345,1
SPNOQIXRXOSYME-UHFFFAOYSA-N,1,,0
MWLMSEXRHBMQDW-UHFFFAOYSA-N,1,7.470056598341331,1
UUTWNAKPHRTMAJ-UHFFFAOYSA-N,1,,0
SREQHVVABVWCKT-APWZRJJASA-N,1,,0
CQNWLYUGTVHPNE-TZIWHRDSSA-N,1,,0
RSCLYSXBPPXRCJ-UHFFFAOYSA-N,1,,0
GFXGGKFVAYIGGO-UHFFFAOYSA-N,1,,0
WHJLICHULFVCIM-UHFFFAOYSA-N,1,,0
AERWLNZHDGJKMO-MRXNPFEDSA-N,1,7.468521082957745,1
UQYZSEJGPCJXFW-XYWHTSSQSA-N,1,7.468521082957745,2
NJUGOZRVZRFICX-UHFFFAOYSA-N,1,,0
XGWUEDFPOSFGBM-QAQDUYKDSA-N,1,7.467245621007502,1
VDIKOHJQRNCQAT-UHFFFAOYSA-N,1,,0
DIQJJEOAZURXOK-NSHDSACASA-N,1,,0
NRDVHLCWWMDXNA-UHFFFAOYSA-N,1,,0
HZEVDVGPBUFIAW-UHFFFAOYSA-N,1,,0
BTXNYTINYBABQR-UHFFFAOYSA-N,1,7.462180904926726,1
NWRMHPCLJKTXHZ-UHFFFAOYSA-N,1,,0
ITNGDGJSTGEEEQ-AQYVVDRMSA-N,1,7.460923901207224,1
SYYRUOMUJYFAJE-UHFFFAOYSA-N,1,,0
HYGWSJJGGPMNNN-KESTWPANSA-N,1,7.45717457304082,2
VZCQCONTEBWWMW-BUHFOSPRSA-N,1,7.455931955649724,1
GGNXXNYKGWVORA-UHFFFAOYSA-N,1,7.455931955649724,1
HHPXXUVAVCXMQF-UHFFFAOYSA-N,1,7.455931955649724,1
IVVUETVVMPRMEL-UHFFFAOYSA-N,1,7.455931955649724,1
ONJDZQVJGPGRAN-UHFFFAOYSA-N,1,,0
ZDOKZVOMQRCQDR-ALOJWSFFSA-N,1,7.454692883534176,2
FIZAPBXYZQYEQQ-JKIUYZKVSA-N,1,7.454321850207974,2
WZPFDUCGTCDHML-UHFFFAOYSA-N,1,,0
CSFWIRRKNFTOOA-FQEVSTJZSA-N,1,,0
DSDJYAZONQZKBJ-UHFFFAOYSA-N,1,,0
PTYKCMYOCGOEMO-IZZNHLLZSA-N,1,,0
JLZIBIQTDGMAFZ-UHFFFAOYSA-N,1,7.450996737974212,1
MDRPHHDESWTRFX-UHFFFAOYSA-O,1,7.450996737974212,1
ACKJXZGTUCARLB-UGKGYDQZSA-N,1,,0
GWXIZHPBMCIUCC-UHFFFAOYSA-N,1,,0
VGARNUPXALCIJC-UHFFFAOYSA-N,1,,0
QIYZGXQRUURDLK-HOJAQTOUSA-N,1,,0
JUQLTPCYUFPYKE-UHFFFAOYSA-N,1,,0
HIPKZAPXNSTELT-UHFFFAOYSA-N,1,7.443697499232712,1
BLTHFABFQPUZNT-UHFFFAOYSA-N,1,7.447331783887806,1
JCSJNNBJTFWLCL-UHFFFAOYSA-N,1,,0
PAFOMDPWWHFCGE-LLVKDONJSA-N,1,7.446116973356125,1
SEAGRPUHJMFFQR-UHFFFAOYSA-N,1,7.446116973356125,1
CVJYJKRPDVXLEY-UHFFFAOYSA-N,1,7.443697499232712,1
JSFVESKREDQPEC-OAQYLSRUSA-N,1,7.443697499232712,1
GLKCCTUKWPNZKT-UHFFFAOYSA-N,1,7.443697499232712,1
GGNXXNYKGWVORA-ZDUSSCGKSA-N,1,7.443697499232712,1
LQTCRFLMOJHQHE-UHFFFAOYSA-N,1,7.443697499232712,1
VWTCRTQGMATJRY-HCGLCNNCSA-N,1,,0
XCLOPBYSKIWJNJ-IZZNHLLZSA-N,1,,0
FWEPTGIQTOSNDF-UHFFFAOYSA-N,1,,0
ZZDBZNUPBFQLAW-UHFFFAOYSA-N,1,,0
HTSNFXAICLXZMA-CYBMUJFWSA-N,1,7.601020178131402,4
HMSZCGYHVDSIIK-UHFFFAOYSA-N,1,7.440093374963888,1
TZVLEJPHIWREPX-UHFFFAOYSA-N,1,,0
FXIOLEMXUYMYEG-NLFFAJNJSA-N,1,,0
YSOFLAUQLXWHBW-UHFFFAOYSA-N,1,,0
NIENYVQCIJZKMD-UHFFFAOYSA-N,1,,0
LVAZPFMWSRDRRK-UHFFFAOYSA-N,1,7.436447600817596,2
RAPBVKVRRNGNRM-UHFFFAOYSA-N,1,,0
WQOCUOYKDKZARU-UHFFFAOYSA-N,1,,0
ORDQHUBWYZCTMA-UHFFFAOYSA-N,1,7.432973633840939,1
UBFCDXVLKFOOGL-UHFFFAOYSA-N,1,7.431798275933005,1
VZDVSSOINOOOOJ-UHFFFAOYSA-N,1,7.431798275933005,1
KDFKJOFJHSVROC-UHFFFAOYSA-N,1,,0
IQWDNJHMRMQNHR-UHFFFAOYSA-N,1,7.429457060118103,1
VYCBASLVLXPETI-UHFFFAOYSA-N,1,,0
KDFKJOFJHSVROC-INIZCTEOSA-N,1,,0
ZYBLSQVXWVJACW-UHFFFAOYSA-N,1,7.427740917001858,2
AODRELZHCYHJFT-XLIONFOSSA-N,1,,0
GXVCWWLYAQAZCU-MXVIHJGJSA-N,1,7.424812155072339,1
STFWZQBPNBNMOE-UHFFFAOYSA-N,1,,0
NZDANPPRKVYGPL-UHFFFAOYSA-N,1,,0
NVECQJGBKKFGEZ-UHFFFAOYSA-N,1,,0
NFSPCYDPWHESER-UHFFFAOYSA-N,1,,0
XXFDUBQKUBCCOE-DIBLIPFTSA-N,1,7.421360790031928,1
PMYFBYDQSGEVHT-DBTMUERSSA-N,1,7.421360790031928,1
NRSBRNRWCATXOT-FQEVSTJZSA-N,1,,0
QRBZSMMRXSQZLL-UHFFFAOYSA-N,1,7.42021640338319,1
SJDOMIRMMUGQQK-UHFFFAOYSA-N,1,7.42021640338319,1
OEJDOSDQLNSUBL-UHFFFAOYSA-N,1,7.42021640338319,1
DTUIKCYPLPUCPC-UHFFFAOYSA-N,1,7.42021640338319,1
LCQHZYPIAQQJES-UHFFFAOYSA-N,1,7.42021640338319,1
IJSPBXBGZJAXBL-UHFFFAOYSA-N,1,7.42021640338319,1
JTMYPGNBDACXLP-AFARHQOCSA-N,1,7.42021640338319,1
VAGLBALSMGUHAJ-UHFFFAOYSA-N,1,,0
SQGWMVXOYSHVTI-UHFFFAOYSA-N,1,,0
NNECCFXSSVWBTA-XUTJKUGGSA-N,1,7.4179366370882915,1
WYXKJCLEMKQLEU-OAQYLSRUSA-N,1,7.417272480038916,2
CNROBRSRSPCLEA-AFARHQOCSA-N,1,7.413637776692134,2
RCDFXVQYMDZBNQ-UHFFFAOYSA-N,1,7.413412695328245,1
JTLPQCZWUVHUDG-MEMLXQNLSA-N,1,,0
XTKNAIQXSUEZPU-AWEZNQCLSA-N,1,7.410050398674292,1
CUKXVIBQJUBHRB-UHFFFAOYSA-N,1,7.410050398674292,1
DWMNREQVNSYYID-WGOQTCKBSA-N,1,7.409492895823896,6
BXGMQIUZTIUQRE-KESTWPANSA-N,1,7.409381051793422,2
INHFSVLNFMQBGJ-OUKQBFOZSA-N,1,7.4089353929735005,1
LOJUPRHIDKSORB-UHFFFAOYSA-N,1,7.4089353929735005,1
ZYNARRKYWSBPBI-UHFFFAOYSA-N,1,7.4089353929735005,1
TZTXMZAJTSHRRT-UHFFFAOYSA-N,1,,0
VFGWQQNKIVMZLG-UHFFFAOYSA-N,1,,0
BKXQCWSMFGHWQZ-UHFFFAOYSA-N,1,,0
CNIUTIHLBNEOKA-UHFFFAOYSA-N,1,7.404064992277639,2
OJVDNCHTCHUSCE-HSZRJFAPSA-N,1,,0
ZRPHNBZAKYUMQJ-UHFFFAOYSA-N,1,7.402304814074488,1
GNSTWTHQXOJWPR-UHFFFAOYSA-N,1,,0
MCSZDZVTMAGPMA-UHFFFAOYSA-N,1,7.400007822415902,3
OSSGYBFCUFQSTI-UHFFFAOYSA-N,1,7.400007822415902,3
QZPFGFWFHKJBJX-FLIBITNWSA-N,1,7.400007822415902,1
VMATXNORBZBLAE-UHFFFAOYSA-N,1,7.400007822415902,1
PKTRMJIQNXQJKK-UHFFFAOYSA-N,1,7.400007822415902,1
GGKGOXNQDZREPO-UHFFFAOYSA-N,1,7.400007822415902,1
XYRLMCYNIVWAAM-UHFFFAOYSA-N,1,7.400007822415902,1
UZYOEBMFBYDQJT-UHFFFAOYSA-N,1,7.400007822415902,1
YVOIVVWXMHBXQF-UHFFFAOYSA-N,1,7.400007822415902,1
ZENBFJWQHFZSBC-UHFFFAOYSA-N,1,7.400007822415902,1
FQKBVZIGJYRJIJ-UHFFFAOYSA-N,1,7.400007822415902,1
LAGGNVKIMAMGMQ-UHFFFAOYSA-N,1,7.400007822415902,1
PVPUOHNCMSOAEE-UHFFFAOYSA-N,1,7.400007822415902,1
MLGRCKZMFCALCK-UHFFFAOYSA-N,1,7.400007822415902,1
MJLHCRFMFPSGBF-UHFFFAOYSA-N,1,7.400007822415902,1
ACRMNEFOWLXFLY-UHFFFAOYSA-N,1,7.400007822415902,1
JQVYPXIHEOFUGD-UHFFFAOYSA-N,1,7.400007822415902,1
SRQHWWYGAZAWQB-HZPDHXFCSA-N,1,7.400007822415902,1
ZDHMHTKEGJLXMO-UHFFFAOYSA-N,1,7.400007822415902,1
QFLHFFBCSDMNNW-UHFFFAOYSA-N,1,7.400007822415902,1
MLUVBFQPCVSGBZ-LMTLIKQPSA-N,1,7.400007822415902,2
URICTYNITRPTLS-UHFFFAOYSA-N,1,7.400007822415902,3
JKOYRFXVLZJKAP-UHFFFAOYSA-N,1,7.400007822415902,1
UEDNWQXXCKIYMD-UHFFFAOYSA-N,1,7.399985366723115,2
DUYVMDDLFWXUHZ-UHFFFAOYSA-N,1,7.399684172594948,2
RJSAZDFVYLKJQV-KRWDZBQOSA-N,1,7.399462705635531,1
XKJWPBFAOCBQQJ-FMQUCBEESA-N,1,7.3979400086720375,1
BEKYXSCBRPYPCE-IRJFHVNHSA-N,1,7.3979400086720375,1
XSMSWEUOSDXUHZ-UHFFFAOYSA-N,1,7.3979400086720375,1
GTEKPTHVDJVUHM-UHFFFAOYSA-N,1,7.3979400086720375,1
MUVDWLPPMXZXRR-XJKSGUPXSA-N,1,7.3979400086720375,1
PPTCFBYLQJKXAO-UHFFFAOYSA-N,1,7.3979400086720375,1
HZWYVVALALXEJB-UHFFFAOYSA-N,1,7.3979400086720375,1
FJYOWAGOWYSGRX-UHFFFAOYSA-N,1,7.3979400086720375,1
UIIXJYGCNLZGHI-UHFFFAOYSA-N,1,7.3979400086720375,1
ASSMUHYHXZFLKM-UHFFFAOYSA-N,1,,0
XIPOFQVPXAIRQK-INIZCTEOSA-N,1,,0
HJOOPOPFMHOXPP-UHFFFAOYSA-N,1,7.396855627379818,1
MCHYZZVQJHNDSP-UHFFFAOYSA-N,1,,0
JECLSXTZIUKJEC-UHFFFAOYSA-N,1,7.393959492003946,2
ROGRQIGZHYODFP-JUUMZCOKSA-N,1,7.391473966422806,1
RVHFWBPKTMLXIB-UHFFFAOYSA-N,1,,0
HQAOVDGZDPFTHD-UHFFFAOYSA-N,1,,0
CTWAEGZNMNTFST-UHFFFAOYSA-N,1,7.389978975335855,1
TXMVXDBYJCUQJD-UHFFFAOYSA-N,1,7.389978975335855,3
REVIOUORWMQFEZ-FMQUCBEESA-N,1,7.388276691992658,1
WNQLAMRYPGPZKN-UHFFFAOYSA-N,1,,0
GWEQOXQOCNABLR-UAPYVXQJSA-N,1,7.387852161673513,2
WRUSBTCFXKDYJC-UHFFFAOYSA-N,1,7.3872161432802645,1
OUFIPQCJZNQOMQ-UHFFFAOYSA-N,1,7.3872161432802645,1
QQOOJNNFPCENEO-UHFFFAOYSA-N,1,7.3872161432802645,1
OUJRMAKUNWMZPB-UHFFFAOYSA-N,1,7.3872161432802645,3
RXLUSIRPKRSPGO-UHFFFAOYSA-N,1,7.3872161432802645,1
BMLRTLPESFVXBM-UHFFFAOYSA-N,1,7.3872161432802645,1
FBOQGLSPTCBDLZ-UHFFFAOYSA-N,1,,0
XWZPXHQBCSYDNM-BEESLVRJSA-N,1,7.383734594718292,2
GHYRDLJRGXMERZ-RKTRBERCSA-N,1,7.3819519032879075,2
HJLBJHJXDDKNRO-UHFFFAOYSA-N,1,,0
AAPXNHMQKBDDJN-XMSQKQJNSA-N,1,,0
QMUUXLBLOLIMJC-UHFFFAOYSA-N,1,,0
MMZIPJNBJQJCBM-UHFFFAOYSA-N,1,7.3788237182249645,1
FDRALTFJSNMYQH-UHFFFAOYSA-N,1,7.376750709602099,1
CNFWITKOFBJCHE-UHFFFAOYSA-N,1,7.376750709602099,1
UIGNLOIMCOMSJP-UHFFFAOYSA-N,1,,0
XZGWAEHXRURBSM-UHFFFAOYSA-N,1,,0
BVPWJMCABCPUQY-UHFFFAOYSA-N,1,7.376258869661473,2
MZDWSPIRGJHBII-UHFFFAOYSA-N,1,,0
ZMVMIDCCNZYMFG-UHFFFAOYSA-N,1,7.371611069949688,1
KTLQFDSKYMSRAD-UHFFFAOYSA-N,1,7.369572124974976,1
UPEDKGWAXYKNLY-UHFFFAOYSA-N,1,7.367542707815276,1
MSXGPWPTXORIBR-UHFFFAOYSA-N,1,7.367542707815276,1
UTFOVXIJDJSMKK-RUZDIDTESA-N,1,7.366531544420413,9
DTUYFIYHCUBCJI-CGAIIQECSA-O,1,,0
PNHVOOVVCPJXPA-QAQDUYKDSA-N,1,7.366531544420413,1
YKCROHAUAFLVCV-UHFFFAOYSA-N,1,,0
AULLQWYKPQXXNM-UHFFFAOYSA-N,1,,0
YIYVRBYUJQVAJR-UHFFFAOYSA-N,1,7.090443970758825,1
WMVSIGOLIQMRHF-UHFFFAOYSA-N,1,7.364516253185088,1
XTKNAIQXSUEZPU-CQSZACIVSA-N,1,7.360015751958412,1
DMWWEOYTOCKCTC-UZLBHIALSA-N,1,,0
VXNGRJYOYXAYSC-XNMGPUDCSA-N,1,,0
QWCRAEMEVRGPNT-UHFFFAOYSA-N,1,6.180456064458131,1
JVAFIFLJBRUNJB-UHFFFAOYSA-N,1,7.356547323513812,1
KFIJYBXSQREASD-UHFFFAOYSA-N,1,,0
CKXPAKSGYIPITQ-UHFFFAOYSA-N,1,,0
VGUQUIYJFQJLRU-UHFFFAOYSA-N,1,,0
LYEPPOSVDWYIOA-UHFFFAOYSA-N,1,,0
IVQSQRPBZRNZBV-UHFFFAOYSA-N,1,7.354577730650908,1
LOMLSZYPQUWCNO-KESTWPANSA-N,1,7.354577730650908,2
WUHZLDHICFZBCN-UHFFFAOYSA-N,1,,0
BNGQWOSQOPVKCC-HCGLCNNCSA-N,1,7.3535962737769305,1
UBLOWVVYFMMWMS-YOCNBXQISA-N,1,7.3535962737769305,1
JBVSQYZVCXMFCI-VAMGGRTRSA-N,1,7.35261702988538,1
BPQYPRDZEFGRKD-UHFFFAOYSA-N,1,7.351639989019068,1
FNRRHBXSSQNLPH-UHFFFAOYSA-N,1,7.349984047528162,1
LNAQGJPALKPMLJ-UHFFFAOYSA-N,1,7.349692476868063,1
SWYRWYLIJXJVNV-HCGLCNNCSA-N,1,7.349692476868063,1
MALMJWHGEVOLFD-UHFFFAOYSA-N,1,,0
KVWDHTXUZHCGIO-UHFFFAOYSA-N,1,7.3566595153225345,10
NBMBMTFMWYKPHV-UHFFFAOYSA-N,1,7.346787486224656,1
RHPCETHLGGFAQB-SHZHJNINSA-N,1,7.346787486224656,1
CLTAQMJYOUARDB-QHCPKHFHSA-N,1,7.346787486224656,1
OBZMXWUQHYLQEP-UHFFFAOYSA-N,1,,0
IQRVICMQFUJBJE-UHFFFAOYSA-N,1,7.345823458122039,1
UAYHHCOSZYIZOH-UHFFFAOYSA-N,1,,0
WZJSIHGOLMMBAL-MRXNPFEDSA-N,1,7.34518491628705,2
LUYOYJRCUNHAKE-OKDASEJXSA-N,1,7.344093581819785,2
XLIXPJRYIUCZIQ-HUULMPCJSA-N,1,7.343901797987169,1
JFDSONZAQMFHCW-UHFFFAOYSA-N,1,7.346787486224656,1
PZYRQKWSXFGUED-IYARVYRRSA-N,1,7.342944147142896,1
JVGACFJHMOKANC-UHFFFAOYSA-N,1,,0
KFWJKLDOLDILRK-NOZRDPDXSA-N,1,,0
GTBCNDPVHSBZNR-UHFFFAOYSA-N,1,7.340968332518619,2
HKDMXVFAYYQTRF-UHFFFAOYSA-N,1,,0
PWCVSHXTKFEXBF-AWEZNQCLSA-N,1,7.339988778710669,1
GJUDGMHZQOXKJL-UHFFFAOYSA-N,1,7.337242168318426,1
UQQZLMXUYGQJIW-UHFFFAOYSA-N,1,7.337242168318426,1
VWNMUULEHNRJQH-UHFFFAOYSA-N,1,7.337242168318426,1
OKHCGJQUKXTRNR-KRWDZBQOSA-N,1,,0
JFKCCUAHUNXNFQ-UHFFFAOYSA-N,1,,0
KLQDZSYTMPJBBU-UWJYYQICSA-N,1,,0
OBSXBRKMRKLCPZ-PNIULUOKSA-N,1,7.3348946077142365,2
QOEWXLMSFYFGOV-UHFFFAOYSA-N,1,,0
QULJKIQETSQZKV-UHFFFAOYSA-N,1,7.332632426434083,2
VQAXSIOYACBCCS-UHFFFAOYSA-N,1,,0
LIHBEDGPTZLMMR-UHFFFAOYSA-N,1,7.330683119433887,1
OZUAEHNGHNUWOV-MXVIHJGJSA-N,1,7.329754146925876,1
APXWTOJVYSVWJO-UHFFFAOYSA-N,1,,0
UFUQIVBOXLXINJ-NQIIRXRSSA-N,1,,0
QBCMSAVCLXLVLP-INIZCTEOSA-N,1,7.327902142064282,1
YFXWJWJZNPPTDW-UHFFFAOYSA-N,1,7.327902142064282,1
FVTIZFQEARZLMQ-UHFFFAOYSA-N,1,7.3260580013659125,1
OBIIIJJDTMSOQS-UHFFFAOYSA-N,1,7.325138859262188,1
SUGHICCAJLONJR-WKILWMFISA-N,1,7.325138859262188,1
ODBZJKXOIQSFOA-UHFFFAOYSA-N,1,7.323306390375134,4
QRDDKCATKOBJNH-VTVZGJJZSA-N,1,7.322758154053346,2
FANDJZBJYJYKGY-KESTWPANSA-N,1,7.318758762624412,1
MZFAZCYLMYZDDU-UHFFFAOYSA-N,1,,0
PRBBGEBXWKOEEQ-UHFFFAOYSA-N,1,,0
VZWLMLULZYPQLO-UHFFFAOYSA-N,1,,0
ACEAZRLEPRIAMD-WGSAOQKQSA-N,1,7.31695296176115,1
CUKQTCOUHQWBHN-UHFFFAOYSA-N,1,7.31340197914502,2
SCYQZWBAGZNIMS-UHFFFAOYSA-N,1,,0
PJDIIZOQXMDDPU-WIOAZZGGSA-N,1,7.309981219211305,1
AUCTYGBZIOGIIA-UHFFFAOYSA-N,1,7.309803919971486,1
SBRNDJDCLNCYMZ-UHFFFAOYSA-N,1,7.309803919971486,1
OLIUQFBIXLONDP-UHFFFAOYSA-N,1,,0
HGHZRWWRCHMWQC-ONEGZZNKSA-N,1,7.308034897232639,3
OSIFLXHIMKAMGZ-UHFFFAOYSA-N,1,,0
MULLDMIPFVHJIA-UHFFFAOYSA-N,1,7.303643611266668,1
PBAAFRAEWKNMJX-UHFFFAOYSA-N,1,7.3022261171713705,2
QUCXOFSWCJSLHA-UHFFFAOYSA-N,1,7.301029995663981,1
WMZWVTIIHJJKKR-UHFFFAOYSA-N,1,7.301029995663981,1
ZXMMZWMGSDPKNA-UHFFFAOYSA-N,1,7.301029995663981,1
UCQNMJXTWOYVNH-UHFFFAOYSA-N,1,7.301029995663981,1
DSRXHDAICZGTCK-ORBVJSQLSA-N,1,7.301029995663981,1
VEJVQTWUKUQWPK-KBRIMQKVSA-N,1,7.301029995663981,1
HSTZLQFEUGWBDW-UHFFFAOYSA-N,1,,0
YRCMSWAPYVIAQO-UHFFFAOYSA-N,1,,0
PSIMZXQMJNBYKI-UHFFFAOYSA-N,1,,0
KQOHKQXMRPXPAM-UHFFFAOYSA-N,1,7.299988937677888,3
GQTWYBPXHKYSKB-IZLXSDGUSA-N,1,7.299988937677888,1
TWPGFOWTCCVBGS-VMPREFPWSA-N,1,7.299988937677888,1
XOWASPOXQFROJP-JGKWMGOWSA-N,1,7.299988937677888,1
XDGZSVPHADAZSU-UHFFFAOYSA-N,1,7.299988937677888,1
ZLRJVNFLDHERMS-UHFFFAOYSA-N,1,7.299988937677888,1
JTAWXZPSQGLYQG-UHFFFAOYSA-N,1,7.299988937677888,1
BRPYNELBFAAPRA-UHFFFAOYSA-N,1,7.299988937677888,1
SATOYXZJVAZVKU-UHFFFAOYSA-N,1,7.299988937677888,1
WHKXNUMKCCTWNI-UHFFFAOYSA-N,1,7.299988937677888,1
